feature,coef,se,odds_ratio,or_ci95_lo,or_ci95_hi
Addicted_Score,2.569345283931888,1.4360002003346606,13.057272835472173,0.7825766621903675,217.86028402989368
Sleep_Hours_Per_Night,-0.39729564884712243,0.8155660417940134,0.6721352802339695,0.13590818686907707,3.324051665632117
Mental_Health_Score,-1.5334642063089743,1.5012491268933943,0.21578684088466843,0.011380448647610371,4.091575133882139
Age,-0.21847797189628457,0.845500785715934,0.8037411841438196,0.15325852758308645,4.215099161374179
Conflicts_Over_Social_Media,3.930841829683411,1.011903513734431,50.9498507174665,7.011470052193361,370.23438291946553
Gender=Male,-0.2210708268477519,1.1824438223573772,0.8016598992357755,0.07897545804715926,8.137446871899849
Academic_Level=High School,-0.0023425460530298848,20.066775381103856,0.9976601955667673,8.281566116539622e-18,1.2018570543444626e+17
Academic_Level=Undergraduate,-0.46548422348556406,1.7636673482373284,0.6278310210478839,0.019797319945322335,19.910361204379193
Relationship_Status=In Relationship,-0.20704845098959998,2.2713181902329307,0.8129802593352307,0.009478300022876003,69.7315869379107
Relationship_Status=Single,0.4486537909702029,2.221950255271266,1.5662023299364574,0.02011501586630243,121.94818809005993
Most_Used_Platform=Instagram,0.48765138301477395,1.0619673773598364,1.6284870327631216,0.2031589849505974,13.05366836973773
Most_Used_Platform=LinkedIn,-0.021272223118644323,7.328288408909558,0.9789524348085161,5.661235066583758e-07,1692824.725251747
Most_Used_Platform=Other,-0.15975778432259,1.3131849300690173,0.8523502165502959,0.06498797980277383,11.179004084418818
Most_Used_Platform=TikTok,0.5935130777056102,1.3914776453654705,1.8103371120840819,0.11839450210867535,27.681356828382555
Most_Used_Platform=Twitter,-0.10051548271635068,2.3320566580234967,0.9043711101829998,0.00936044410643762,87.37695515655409
Most_Used_Platform=WhatsApp,0.08295771216995265,3.7680609397500455,1.0864958620243952,0.0006739827631824347,1751.4887956809678
