feature,coef,se,odds_ratio,or_ci95_lo,or_ci95_hi
Avg_Daily_Usage_Hours,0.3372946284152391,1.137790117024775,1.401151822071229,0.1506594898157314,13.030884618650358
Addicted_Score,2.527285200581185,1.455160173835059,12.519472104193056,0.7226889780567158,216.8805482396156
Sleep_Hours_Per_Night,-0.31401319210267026,0.9204167805353562,0.7305093911409692,0.1202723009003236,4.4369648418667085
Mental_Health_Score,-1.4771872173663676,1.511330266397041,0.22827888507116367,0.011803725131143266,4.4148138651451525
Age,-0.22710229729236286,0.8333085592291846,0.7968392636215244,0.1556170556045227,4.080226358109036
Conflicts_Over_Social_Media,3.90131623030214,1.0188092448070796,49.46751691876258,6.715960134939767,364.36119049864016
Gender=Male,-0.19710650978405997,1.228838850473097,0.8211031731333968,0.07385981313759679,9.128244335978968
Academic_Level=Undergraduate,-0.42885071286567605,1.8534609690160269,0.6512571462372938,0.017222003165754625,24.627557342953214
Relationship_Status=In Relationship,-0.2405247621623881,2.4360200711315056,0.7862151768191946,0.006637390649530199,93.12911306562765
Relationship_Status=Single,0.44008399351553784,2.374403832031751,1.5528376413264784,0.014792100332652814,163.01300600277486
Most_Used_Platform=Instagram,0.49793669869635243,1.0699674447261616,1.6453229690186935,0.20206598882087787,13.39704760893827
Most_Used_Platform=LinkedIn,-0.013990481671726123,8.943400265238672,0.9861069303076679,2.4059572350157982e-08,40416631.8440164
Most_Used_Platform=Other,-0.13624324716201136,1.3487715190846774,0.8726303418160825,0.06205173242234363,12.271755899982862
Most_Used_Platform=TikTok,0.5986326620158954,1.3894239809793525,1.819629050695754,0.11948214894769371,27.71166999670741
Most_Used_Platform=Twitter,-0.11426811475832442,2.3537500848632407,0.8920187604235531,0.008848268315277737,89.92691457758939
Most_Used_Platform=WhatsApp,0.061479258935396734,4.367524343155066,1.063408440076908,0.00020373077721512925,5550.6464260561615
